Sample	Site	Core	Year	Density	ExtRate	CalcRate
Palau227	Kayangel	866	2006	1.1642	1.9852	2.3111
Palau227	Kayangel	866	2005	1.1905	1.8084	2.153
Palau227	Kayangel	866	2004	1.2105	1.6659	2.0165
Palau227	Kayangel	866	2003	1.216	1.9219	2.337
Palau227	Kayangel	866	2002	1.2339	1.7819	2.1986
Palau227	Kayangel	866	2001	1.2829	1.6301	2.0913
Palau227	Kayangel	866	2000	1.2476	1.5574	1.9429
Palau227	Kayangel	866	1999	1.2437	1.5264	1.8984
Palau227	Kayangel	866	1998	1.287	1.3909	1.79
Palau227	Kayangel	866	1997	1.2427	1.6892	2.0991
Palau227	Kayangel	866	1996	1.235	1.6753	2.069
Palau227	Kayangel	866	1995	1.2374	1.767	2.1865
Palau228	Kayangel	867	2013	1.3426	0.6223	0.8355
Palau228	Kayangel	867	2012	1.2844	0.7574	0.9728
Palau228	Kayangel	867	2011	1.249	0.6769	0.8455
Palau228	Kayangel	867	2010	1.2118	1.1428	1.3849
Palau228	Kayangel	867	2009	1.1793	0.8126	0.9583
Palau228	Kayangel	867	2008	1.2195	0.7263	0.8858
Palau228	Kayangel	867	2007	1.2191	1.0759	1.3117
Palau228	Kayangel	867	2006	1.2471	1.0199	1.2719
Palau228	Kayangel	867	2005	1.164	1.2845	1.4952
Palau228	Kayangel	867	2004	1.1741	1.2203	1.4328
Palau228	Kayangel	867	2003	1.1923	1.2345	1.4718
Palau228	Kayangel	867	2002	1.1866	1.4253	1.6913
Palau228	Kayangel	867	2001	1.2012	1.2474	1.4984
Palau228	Kayangel	867	2000	1.2436	1.0713	1.3322
Palau228	Kayangel	867	1999	1.2716	0.9681	1.231
Palau228	Kayangel	867	1998	1.2786	0.7873	1.0067
Palau228	Kayangel	867	1997	1.278	0.9833	1.2567
Palau228	Kayangel	867	1996	1.2713	1.0161	1.2917
Palau228	Kayangel	867	1995	1.2738	1.0023	1.2768
Palau228	Kayangel	867	1994	1.3246	1.0264	1.3596
Palau228	Kayangel	867	1993	1.3842	1.0108	1.3992
Palau228	Kayangel	867	1992	1.3787	1.3482	1.8588
Palau229	Kayangel	868	2013	1.2725	1.3905	1.7694
Palau229	Kayangel	868	2012	1.1914	1.5292	1.8218
Palau229	Kayangel	868	2011	1.178	1.982	2.3349
Palau229	Kayangel	868	2010	1.2519	1.8463	2.3114
Palau229	Kayangel	868	2009	1.2428	1.4433	1.7937
Palau229	Kayangel	868	2008	1.2581	1.5509	1.9512
Palau229	Kayangel	868	2007	1.2409	1.8233	2.2626
Palau229	Kayangel	868	2006	1.205	1.3488	1.6253
Palau229	Kayangel	868	2005	1.2385	1.5546	1.9254
Palau229	Kayangel	868	2004	1.32	1.1821	1.5604
Palau229	Kayangel	868	2003	1.3263	1.6254	2.1558
Palau229	Kayangel	868	2002	1.3327	1.4385	1.917
Palau229	Kayangel	868	2001	1.3178	1.1918	1.5705
Palau229	Kayangel	868	2000	1.2813	1.3306	1.7049
Palau229	Kayangel	868	1999	1.3263	1.4708	1.9507
Palau229	Kayangel	868	1998	1.3321	1.3571	1.8078
Palau229	Kayangel	868	1997	1.3437	1.2923	1.7364
Palau229	Kayangel	868	1996	1.3708	1.3333	1.8277
Palau229	Kayangel	868	1995	1.3544	1.2425	1.6828
Palau229	Kayangel	868	1994	1.3507	1.1699	1.5802
Palau230	Kayangel	869	2013	1.2912	1.0882	1.4051
Palau230	Kayangel	869	2012	1.2379	1.4888	1.8429
Palau230	Kayangel	869	2011	1.204	1.3546	1.6309
Palau230	Kayangel	869	2010	1.2337	1.7221	2.1245
Palau230	Kayangel	869	2009	1.2169	1.6154	1.9657
Palau230	Kayangel	869	2008	1.1939	1.7288	2.0641
Palau230	Kayangel	869	2007	1.1642	2.3241	2.7058
Palau230	Kayangel	869	2006	1.1727	1.8534	2.1736
Palau230	Kayangel	869	2005	1.1811	1.7345	2.0487
Palau230	Kayangel	869	2004	1.185	1.7122	2.0289
Palau230	Kayangel	869	2003	1.2357	1.7766	2.1954
Palau230	Kayangel	869	2002	1.3883	1.3189	1.8311
Palau230	Kayangel	869	2001	1.3747	1.3601	1.8697
Palau230	Kayangel	869	2000	1.3681	1.5384	2.1047
Palau230	Kayangel	869	1999	1.3984	1.3115	1.834
Palau230	Kayangel	869	1998	1.3971	0.9106	1.2722
Palau230	Kayangel	869	1997	1.3277	1.2398	1.646
Palau230	Kayangel	869	1996	1.3315	1.2619	1.6803
Palau230	Kayangel	869	1995	1.3377	1.2739	1.7041
Palau314	Taoch	930	2014	1.2619	1.1156	1.4078
Palau314	Taoch	930	2013	1.2683	1.0814	1.3715
Palau314	Taoch	930	2012	1.2268	1.0562	1.2958
Palau314	Taoch	930	2011	1.2553	1.1561	1.4512
Palau314	Taoch	930	2010	1.305	1.018	1.3285
Palau314	Taoch	930	2009	1.3413	0.8535	1.1448
Palau314	Taoch	930	2008	1.3326	0.8907	1.187
Palau314	Taoch	930	2007	1.285	0.9389	1.2065
Palau314	Taoch	930	2006	1.3795	1.1908	1.6427
Palau314	Taoch	930	2005	1.5515	1.2854	1.9942
Palau314	Taoch	930	2004	1.4649	1.236	1.8105
Palau314	Taoch	930	2003	1.4309	1.0806	1.5462
Palau314	Taoch	930	2002	1.3892	1.0132	1.4075
Palau314	Taoch	930	2001	1.428	0.7646	1.0919
Palau314	Taoch	930	2000	1.4996	0.8885	1.3324
Palau314	Taoch	930	1999	1.4784	0.9019	1.3334
Palau314	Taoch	930	1998	1.4278	0.7612	1.0868
Palau314	Taoch	930	1997	1.4989	0.8874	1.33
Palau314	Taoch	930	1996	1.4804	0.894	1.3235
Palau267	Mecherchar	941	2013	1.1018	0.935	1.0302
Palau267	Mecherchar	941	2012	1.076	0.8821	0.9492
Palau267	Mecherchar	941	2011	1.0513	1.1323	1.1904
Palau267	Mecherchar	941	2010	1.0792	1.06	1.144
Palau267	Mecherchar	941	2009	1.0524	1.0172	1.0705
Palau267	Mecherchar	941	2008	1.0834	1.25	1.3543
Palau267	Mecherchar	941	2007	1.1063	1.3699	1.5155
Palau267	Mecherchar	941	2006	1.0903	1.708	1.8622
Palau267	Mecherchar	941	2005	1.1548	1.4427	1.666
Palau267	Mecherchar	941	2004	1.1411	1.6152	1.8431
Palau267	Mecherchar	941	2003	1.076	1.2479	1.3427
Palau267	Mecherchar	941	2002	1.1482	1.2035	1.3818
Palau267	Mecherchar	941	2001	1.0921	0.7333	0.8008
Palau267	Mecherchar	941	2000	0.9399	1.4849	1.3956
Palau267	Mecherchar	941	1999	1.1078	1.021	1.131
Palau267	Mecherchar	941	1998	1.0037	1.2395	1.244
Palau168	Helen	942	2013	1.0994	0.9238	1.0156
Palau168	Helen	942	2012	1.1364	0.878	0.9977
Palau168	Helen	942	2011	1.0756	0.94	1.0111
Palau168	Helen	942	2010	1.0829	0.9362	1.0138
Palau168	Helen	942	2009	1.084	1.048	1.1361
Palau168	Helen	942	2008	1.096	0.8789	0.9633
Palau168	Helen	942	2007	1.072	1.078	1.1556
Palau168	Helen	942	2006	1.1329	0.9428	1.0681
Palau168	Helen	942	2005	1.0993	0.9906	1.0889
Palau168	Helen	942	2004	1.1302	0.6138	0.6937
Palau168	Helen	942	2003	1.1304	0.644	0.728
Palau168	Helen	942	2002	1.1164	0.7312	0.8163
Palau168	Helen	942	2001	1.1291	0.7607	0.8588
Palau168	Helen	942	2000	1.0983	0.9754	1.0713
Palau168	Helen	942	1999	1.1568	0.7768	0.8986
Palau168	Helen	942	1998	1.1007	1.0148	1.117
Palau168	Helen	942	1997	1.0993	0.9431	1.0367
Palau168	Helen	942	1996	1.0429	0.9939	1.0366
Palau168	Helen	942	1995	1.0358	0.9492	0.9832
Palau168	Helen	942	1994	1.0466	1.228	1.2852
Palau168	Helen	942	1993	1.0792	0.9366	1.0107
Palau168	Helen	942	1992	1.046	0.8536	0.8929
Palau168	Helen	942	1991	1.0662	1.0823	1.1539
Palau168	Helen	942	1990	1.0747	1.0295	1.1064
Palau168	Helen	942	1989	1.1441	0.8416	0.9628
Palau169	Helen	943	2013	1.1308	0.8216	0.9291
Palau169	Helen	943	2012	1.0714	0.8473	0.9078
Palau169	Helen	943	2011	1.0531	1.0191	1.0732
Palau169	Helen	943	2010	1.073	0.9265	0.9941
Palau169	Helen	943	2009	1.0595	0.9514	1.008
Palau169	Helen	943	2008	1.1084	0.8443	0.9359
Palau169	Helen	943	2007	1.0714	0.9138	0.9791
Palau169	Helen	943	2006	1.0781	0.6869	0.7406
Palau169	Helen	943	2005	1.1313	0.8258	0.9343
Palau169	Helen	943	2004	1.1557	0.734	0.8483
Palau169	Helen	943	2003	1.1633	0.6788	0.7896
Palau169	Helen	943	2002	1.1316	0.7242	0.8195
Palau169	Helen	943	2001	1.1087	0.7559	0.838
Palau169	Helen	943	2000	1.0985	0.86	0.9448
Palau169	Helen	943	1999	1.052	1.0203	1.0733
Palau169	Helen	943	1998	1.0403	0.8774	0.9128
Palau169	Helen	943	1997	1.05	0.7832	0.8223
Palau169	Helen	943	1996	1.0919	0.8914	0.9733
Palau169	Helen	943	1995	1.1041	0.8923	0.9852
Palau169	Helen	943	1994	1.0996	1.0107	1.1114
Palau169	Helen	943	1993	1.1389	0.9933	1.1312
Palau169	Helen	943	1992	1.0711	1.4924	1.5984
Palau169	Helen	943	1991	1.1313	1.1536	1.3052
Palau170	Helen	945	2013	1.1764	1.1359	1.3364
Palau170	Helen	945	2012	1.1684	0.8957	1.0465
Palau170	Helen	945	2011	1.1682	1.1314	1.3216
Palau170	Helen	945	2010	1.2064	0.8962	1.0812
Palau170	Helen	945	2009	1.2503	0.798	0.9978
Palau170	Helen	945	2008	1.1971	0.7888	0.9442
Palau170	Helen	945	2007	1.1936	0.7703	0.9194
Palau170	Helen	945	2006	1.1742	0.9949	1.1682
Palau170	Helen	945	2005	1.1691	0.7829	0.9152
Palau170	Helen	945	2004	1.2208	0.648	0.7911
Palau170	Helen	945	2003	1.172	0.5596	0.6559
Palau170	Helen	945	2002	1.1966	0.9327	1.1161
Palau170	Helen	945	2001	1.1719	0.9747	1.1422
Palau170	Helen	945	2000	1.1777	0.7456	0.8781
Palau170	Helen	945	1999	1.2098	0.6962	0.8423
Palau170	Helen	945	1998	1.1696	1.1889	1.3905
Palau170	Helen	945	1997	1.2076	1.3607	1.6432
Palau170	Helen	945	1996	1.1925	1.2727	1.5178
Palau170	Helen	945	1995	1.2714	1.0929	1.3895
Palau170	Helen	945	1994	1.3382	1.0181	1.3624
Palau170	Helen	945	1993	1.3484	0.9879	1.332
Palau170	Helen	945	1992	1.374	0.6125	0.8416
Palau170	Helen	945	1991	1.3702	0.7073	0.9692
Palau170	Helen	945	1990	1.3651	0.9022	1.2316
Palau170	Helen	945	1989	1.3441	0.9001	1.2098
Palau170	Helen	945	1988	1.3504	0.9049	1.222
Palau170	Helen	945	1987	1.33	0.9273	1.2333
Palau170	Helen	945	1986	1.3168	1.0974	1.4451
Palau170	Helen	945	1985	1.3391	0.9849	1.3189
Palau170	Helen	945	1984	1.3376	1.0569	1.4137
Palau199	Helen	945	2013	1.1764	1.1359	1.3364
Palau199	Helen	945	2012	1.1684	0.8957	1.0465
Palau199	Helen	945	2011	1.1682	1.1314	1.3216
Palau199	Helen	945	2010	1.2064	0.8962	1.0812
Palau199	Helen	945	2009	1.2503	0.798	0.9978
Palau199	Helen	945	2008	1.1971	0.7888	0.9442
Palau199	Helen	945	2007	1.1936	0.7703	0.9194
Palau199	Helen	945	2006	1.1742	0.9949	1.1682
Palau199	Helen	945	2005	1.1691	0.7829	0.9152
Palau199	Helen	945	2004	1.2208	0.648	0.7911
Palau199	Helen	945	2003	1.172	0.5596	0.6559
Palau199	Helen	945	2002	1.1966	0.9327	1.1161
Palau199	Helen	945	2001	1.1719	0.9747	1.1422
Palau199	Helen	945	2000	1.1777	0.7456	0.8781
Palau199	Helen	945	1999	1.2098	0.6962	0.8423
Palau199	Helen	945	1998	1.1696	1.1889	1.3905
Palau199	Helen	945	1997	1.2076	1.3607	1.6432
Palau199	Helen	945	1996	1.1925	1.2727	1.5178
Palau199	Helen	945	1995	1.2714	1.0929	1.3895
Palau199	Helen	945	1994	1.3382	1.0181	1.3624
Palau199	Helen	945	1993	1.3484	0.9879	1.332
Palau199	Helen	945	1992	1.374	0.6125	0.8416
Palau199	Helen	945	1991	1.3702	0.7073	0.9692
Palau199	Helen	945	1990	1.3651	0.9022	1.2316
Palau199	Helen	945	1989	1.3441	0.9001	1.2098
Palau199	Helen	945	1988	1.3504	0.9049	1.222
Palau199	Helen	945	1987	1.33	0.9273	1.2333
Palau199	Helen	945	1986	1.3168	1.0974	1.4451
Palau199	Helen	945	1985	1.3391	0.9849	1.3189
Palau199	Helen	945	1984	1.3376	1.0569	1.4137
Palau173	Helen	946	2013	1.0644	1.074	1.1431
Palau173	Helen	946	2012	1.0209	0.959	0.9791
Palau173	Helen	946	2011	0.9705	1.4164	1.3746
Palau173	Helen	946	2010	0.9902	1.3557	1.3424
Palau173	Helen	946	2009	1.0817	1.5899	1.7199
Palau173	Helen	946	2008	1.0571	1.3524	1.4297
Palau173	Helen	946	2007	0.9898	1.7951	1.7768
Palau173	Helen	946	2006	1.0417	1.5311	1.595
Palau173	Helen	946	2005	1.0255	1.4592	1.4965
Palau173	Helen	946	2004	0.9794	1.6617	1.6274
Palau173	Helen	946	2003	0.9978	1.5845	1.581
Palau173	Helen	946	2002	0.9549	1.5115	1.4433
Palau173	Helen	946	2001	0.9463	1.666	1.5765
Palau173	Helen	946	2000	0.9984	1.8469	1.8439
Palau173	Helen	946	1999	1.0677	1.8303	1.9543
Palau173	Helen	946	1998	1.0495	1.6676	1.7501
Palau173	Helen	946	1997	1.0527	1.6667	1.7546
Palau173	Helen	946	1996	1.0562	1.457	1.5388
Palau266	Mecherchar	946	2013	0.8769	0.6387	0.5601
Palau266	Mecherchar	946	2012	0.8538	0.5398	0.4609
Palau266	Mecherchar	946	2011	0.8543	0.7528	0.6431
Palau266	Mecherchar	946	2010	0.9286	0.7022	0.652
Palau266	Mecherchar	946	2009	0.9265	0.6986	0.6473
Palau266	Mecherchar	946	2008	0.8914	0.8546	0.7618
Palau266	Mecherchar	946	2007	0.9157	0.8873	0.8125
Palau266	Mecherchar	946	2006	0.924	0.6422	0.5934
Palau266	Mecherchar	946	2005	0.874	0.7608	0.665
Palau266	Mecherchar	946	2004	0.8934	0.7075	0.6321
Palau266	Mecherchar	946	2003	0.8608	0.6114	0.5263
Palau266	Mecherchar	946	2002	0.9338	0.9808	0.9159
Palau266	Mecherchar	946	2001	0.9842	0.7465	0.7347
Palau266	Mecherchar	946	2000	0.981	0.8536	0.8373
Palau266	Mecherchar	946	1999	0.955	0.8278	0.7906
Palau266	Mecherchar	946	1998	1.1234	0.6883	0.7732
Palau172	Helen	947	2013	1.1097	0.93	1.0321
Palau172	Helen	947	2012	1.0765	0.8277	0.891
Palau172	Helen	947	2011	1.0981	1.0495	1.1524
Palau172	Helen	947	2010	1.1138	0.8489	0.9455
Palau172	Helen	947	2009	1.1418	0.8958	1.0228
Palau172	Helen	947	2008	1.1324	1.0927	1.2373
Palau172	Helen	947	2007	1.1351	1.6148	1.8329
Palau172	Helen	947	2006	1.1532	1.2966	1.4952
Palau172	Helen	947	2005	1.1595	1.0144	1.1762
Palau172	Helen	947	2004	1.1759	0.9589	1.1276
Palau172	Helen	947	2003	1.2009	1.1442	1.374
Palau172	Helen	947	2002	1.2191	0.8625	1.0514
Palau172	Helen	947	2001	1.2239	0.7766	0.9505
Palau172	Helen	947	2000	1.1918	0.8833	1.0527
Palau172	Helen	947	1999	1.2198	0.793	0.9674
Palau172	Helen	947	1998	1.2621	0.8292	1.0465
Palau172	Helen	947	1997	1.1729	1.1298	1.3251
Palau172	Helen	947	1996	1.1521	0.9287	1.0699
Palau172	Helen	947	1995	1.2561	0.9754	1.2253
Palau172	Helen	947	1994	1.2193	0.9663	1.1781
Palau329	Melekeok	953	2013	1.2595	1.495	1.883
Palau329	Melekeok	953	2012	1.1985	1.2005	1.4387
Palau329	Melekeok	953	2011	1.2166	1.3996	1.7027
Palau329	Melekeok	953	2010	1.2439	1.4675	1.8254
Palau329	Melekeok	953	2009	1.2474	1.4136	1.7632
Palau329	Melekeok	953	2008	1.1927	1.6359	1.9512
Palau329	Melekeok	953	2007	1.2149	1.1388	1.3836
Palau329	Melekeok	953	2006	1.1927	1.9079	2.2756
Palau329	Melekeok	953	2005	1.1739	1.592	1.8688
Palau329	Melekeok	953	2004	1.1767	1.4569	1.7144
Palau329	Melekeok	953	2003	1.1917	1.5317	1.8254
Palau329	Melekeok	953	2002	1.2342	1.5693	1.9368
Palau329	Melekeok	953	2001	1.1909	1.5373	1.8308
Palau329	Melekeok	953	2000	1.2291	1.5761	1.9371
Palau329	Melekeok	953	1999	1.2197	1.4395	1.7557
Palau329	Melekeok	953	1998	1.1784	1.551	1.8276
Palau329	Melekeok	953	1997	1.2225	1.3853	1.6936
Palau329	Melekeok	953	1996	1.2097	0.6985	0.8449
Palau329	Melekeok	953	1995	1.2307	0.5576	0.6863
Palau329	Melekeok	953	1994	1.2242	1.5553	1.904
Palau351	Ngerchelong	958	2013	1.5796	0.8007	1.2647
Palau351	Ngerchelong	958	2012	1.5033	1.0976	1.65
Palau351	Ngerchelong	958	2011	1.5104	1.1184	1.6892
Palau351	Ngerchelong	958	2010	1.3913	1.0657	1.4827
Palau351	Ngerchelong	958	2009	1.3426	1.078	1.4472
Palau351	Ngerchelong	958	2008	1.2988	1.2339	1.6026
Palau351	Ngerchelong	958	2007	1.332	0.8882	1.1831
Palau351	Ngerchelong	958	2006	1.3771	0.8907	1.2266
Palau351	Ngerchelong	958	2005	1.4043	0.9101	1.278
Palau351	Ngerchelong	958	2004	1.4606	0.867	1.2663
Palau351	Ngerchelong	958	2003	1.5177	0.8617	1.3078
Palau351	Ngerchelong	958	2002	1.4445	1.032	1.4908
Palau351	Ngerchelong	958	2001	1.3555	0.9688	1.3132
Palau351	Ngerchelong	958	2000	1.523	0.7956	1.2117
Palau351	Ngerchelong	958	1999	1.5886	0.7069	1.123
Palau351	Ngerchelong	958	1998	1.6715	0.7043	1.1772
Palau351	Ngerchelong	958	1997	1.6471	0.92	1.5153
Palau351	Ngerchelong	958	1996	1.5941	1.1941	1.9035
Palau351	Ngerchelong	958	1995	1.5875	0.7788	1.2364
Palau351	Ngerchelong	958	1994	1.5815	1.0112	1.5992
Palau351	Ngerchelong	958	1993	1.5637	0.8437	1.3193
Palau352	Ngerchelong	959	2013	1.3016	0.918	1.1949
Palau352	Ngerchelong	959	2012	1.3577	0.7489	1.0168
Palau352	Ngerchelong	959	2011	1.3751	0.9431	1.2968
Palau352	Ngerchelong	959	2010	1.3312	0.8748	1.1645
Palau352	Ngerchelong	959	2009	1.2774	0.9576	1.2233
Palau352	Ngerchelong	959	2008	1.097	0.8288	0.9092
Palau352	Ngerchelong	959	2007	1.0525	1.0539	1.1093
Palau352	Ngerchelong	959	2006	1.0858	0.9112	0.9894
Palau352	Ngerchelong	959	2005	1.0595	0.8883	0.9412
Palau352	Ngerchelong	959	2004	1.0595	0.9257	0.9808
Palau352	Ngerchelong	959	2003	1.0772	0.8585	0.9248
Palau352	Ngerchelong	959	2002	1.1369	0.8063	0.9167
Palau352	Ngerchelong	959	2001	1.1964	0.8312	0.9944
Palau352	Ngerchelong	959	2000	1.1799	0.6912	0.8156
Palau352	Ngerchelong	959	1999	1.2483	0.9142	1.1411
Palau352	Ngerchelong	959	1998	1.3185	0.8604	1.1344
Palau353	Ngerchelong	960	2013	1.5339	0.8494	1.3028
Palau353	Ngerchelong	960	2012	1.4882	0.9731	1.4482
Palau353	Ngerchelong	960	2011	1.439	1.0193	1.4668
Palau353	Ngerchelong	960	2010	1.5104	1.0611	1.6026
Palau353	Ngerchelong	960	2009	1.5	0.9264	1.3897
Palau353	Ngerchelong	960	2008	1.458	1.0631	1.55
Palau353	Ngerchelong	960	2007	1.4507	1.1472	1.6642
Palau353	Ngerchelong	960	2006	1.4303	1.3185	1.8859
Palau353	Ngerchelong	960	2005	1.4479	1.2032	1.742
Palau353	Ngerchelong	960	2004	1.4604	1.0419	1.5216
Palau353	Ngerchelong	960	2003	1.4726	1.1038	1.6255
Palau353	Ngerchelong	960	2002	1.5082	1.0675	1.6101
Palau353	Ngerchelong	960	2001	1.5215	1.079	1.6417
Palau353	Ngerchelong	960	2000	1.5526	0.8864	1.3763
Palau353	Ngerchelong	960	1999	1.5657	1.1947	1.8705
Palau353	Ngerchelong	960	1998	1.563	1.0091	1.5772
Palau353	Ngerchelong	960	1997	1.5271	0.9027	1.3785
Palau353	Ngerchelong	960	1996	1.5123	0.9566	1.4467
Palau353	Ngerchelong	960	1995	1.4993	1.3091	1.9627
Palau353	Ngerchelong	960	1994	1.4896	1.1462	1.7074
Palau353	Ngerchelong	960	1993	1.5159	0.8788	1.3321
Palau353	Ngerchelong	960	1992	1.4741	1.0569	1.558
Palau353	Ngerchelong	960	1991	1.4208	0.9443	1.3417
Palau354	Ngerchelong	961	2013	1.336	0.5621	0.751
Palau354	Ngerchelong	961	2012	1.3437	0.649	0.8721
Palau354	Ngerchelong	961	2011	1.3486	0.6515	0.8787
Palau354	Ngerchelong	961	2010	1.3439	0.7026	0.9442
Palau354	Ngerchelong	961	2009	1.3602	0.6241	0.8489
Palau354	Ngerchelong	961	2008	1.3607	0.6806	0.9261
Palau354	Ngerchelong	961	2007	1.3028	0.669	0.8716
Palau354	Ngerchelong	961	2005	1.2833	0.8115	1.0414
Palau354	Ngerchelong	961	2004	1.3429	0.6607	0.8873
Palau354	Ngerchelong	961	2003	1.3632	0.5134	0.6999
Palau354	Ngerchelong	961	2002	1.3893	0.4293	0.5964
Palau354	Ngerchelong	961	2001	1.31	0.5443	0.7131
Palau354	Ngerchelong	961	2000	1.3373	0.7247	0.9691
Palau354	Ngerchelong	961	1999	1.3709	0.7541	1.0338
Palau354	Ngerchelong	961	1998	1.384	0.4934	0.6828
Palau354	Ngerchelong	961	1997	1.4099	0.4523	0.6378
Palau354	Ngerchelong	961	1996	1.3867	0.4924	0.6829
Palau354	Ngerchelong	961	1995	1.3818	0.3817	0.5275
Palau354	Ngerchelong	961	1994	1.4166	0.4483	0.6351
Palau354	Ngerchelong	961	1993	1.4905	0.5137	0.7657
Palau354	Ngerchelong	961	1992	1.4738	0.3978	0.5864
Palau354	Ngerchelong	961	1991	1.5356	0.4846	0.7441
Palau354	Ngerchelong	961	1990	1.572	0.7345	1.1547
Palau354	Ngerchelong	961	1989	1.5352	0.6161	0.9458
Palau354	Ngerchelong	961	1988	1.5233	0.7933	1.2084
Palau354	Ngerchelong	961	1987	1.4904	0.4965	0.7399
Palau354	Ngerchelong	961	1986	1.4983	0.6419	0.9617
Palau354	Ngerchelong	961	1985	1.5472	0.557	0.8618
Palau354	Ngerchelong	961	1984	1.5463	0.6352	0.9822
Palau354	Ngerchelong	961	1983	1.5309	0.4723	0.723
Palau354	Ngerchelong	961	1982	1.5164	0.4609	0.6989
Palau354	Ngerchelong	961	1981	1.5009	0.6059	0.9094
Palau355	Ngerchelong	962	2013	1.2653	0.9392	1.1884
Palau355	Ngerchelong	962	2012	1.2146	1.1223	1.3632
Palau355	Ngerchelong	962	2011	1.2169	1.1467	1.3955
Palau355	Ngerchelong	962	2010	1.2231	1.2417	1.5188
Palau355	Ngerchelong	962	2009	1.2524	1.1654	1.4596
Palau355	Ngerchelong	962	2008	1.2452	1.1442	1.4247
Palau355	Ngerchelong	962	2007	1.2517	0.9696	1.2137
Palau355	Ngerchelong	962	2006	1.2989	0.832	1.0806
Palau355	Ngerchelong	962	2005	1.2295	1.0214	1.2558
Palau355	Ngerchelong	962	2004	1.2508	1.3084	1.6365
Palau355	Ngerchelong	962	2003	1.2737	1.2161	1.5489
Palau355	Ngerchelong	962	2002	1.3356	0.8319	1.111
Palau355	Ngerchelong	962	2001	1.3441	0.9271	1.2461
Palau355	Ngerchelong	962	2000	1.3201	1.0295	1.359
Palau355	Ngerchelong	962	1999	1.3001	0.7134	0.9275
Palau355	Ngerchelong	962	1998	1.2874	0.7133	0.9184
Palau355	Ngerchelong	962	1997	1.3598	0.928	1.2619
Palau355	Ngerchelong	962	1996	1.3567	1.0177	1.3808
Palau355	Ngerchelong	962	1995	1.2848	0.9733	1.2505
Palau356	Ngerchelong	963	2013	1.1764	1.0728	1.2621
Palau356	Ngerchelong	963	2012	1.1452	1.1845	1.3564
Palau356	Ngerchelong	963	2011	1.099	1.2715	1.3974
Palau356	Ngerchelong	963	2010	1.1361	1.2727	1.4459
Palau356	Ngerchelong	963	2009	1.1391	1.1805	1.3447
Palau356	Ngerchelong	963	2008	1.1113	1.414	1.5713
Palau356	Ngerchelong	963	2007	1.0801	1.1261	1.2163
Palau356	Ngerchelong	963	2006	1.1095	1.335	1.4813
Palau356	Ngerchelong	963	2005	1.0861	1.3646	1.4821
Palau356	Ngerchelong	963	2004	1.1141	1.3193	1.4698
Palau356	Ngerchelong	963	2003	1.0629	1.4747	1.5674
Palau356	Ngerchelong	963	2002	1.1547	1.329	1.5347
Palau356	Ngerchelong	963	2001	1.1558	1.345	1.5545
Palau356	Ngerchelong	963	2000	1.1223	1.4012	1.5725
Palau356	Ngerchelong	963	1999	1.1177	1.3765	1.5385
Palau356	Ngerchelong	963	1998	1.1599	1.3631	1.5811
Palau356	Ngerchelong	963	1997	1.1518	1.2293	1.4159
Palau356	Ngerchelong	963	1996	1.2076	1.194	1.4419
Palau356	Ngerchelong	963	1995	1.269	1.1472	1.4558
Palau356	Ngerchelong	963	1994	1.2914	1.0342	1.3356
Palau356	Ngerchelong	963	1993	1.2446	1.0721	1.3344
Palau356	Ngerchelong	963	1992	1.3611	0.9875	1.3441
Palau356	Ngerchelong	963	1991	1.3116	1.6361	2.1459
Palau357	Ngerchelong	964	2013	1.4088	1.4272	2.0106
Palau357	Ngerchelong	964	2012	1.3389	1.4211	1.9027
Palau357	Ngerchelong	964	2011	1.3908	1.4196	1.9744
Palau357	Ngerchelong	964	2010	1.3665	1.1272	1.5403
Palau357	Ngerchelong	964	2009	1.3344	1.2113	1.6164
Palau357	Ngerchelong	964	2008	1.3333	1.3167	1.7556
Palau357	Ngerchelong	964	2007	1.2716	1.3022	1.6559
Palau357	Ngerchelong	964	2006	1.3009	1.0862	1.4131
Palau357	Ngerchelong	964	2005	1.2597	1.394	1.756
Palau357	Ngerchelong	964	2004	1.2538	1.434	1.7979
Palau357	Ngerchelong	964	2003	1.2915	1.4449	1.8661
Palau357	Ngerchelong	964	2002	1.2902	1.2349	1.5932
Palau357	Ngerchelong	964	2001	1.2948	1.2216	1.5818
Palau357	Ngerchelong	964	2000	1.2744	1.2871	1.6403
Palau357	Ngerchelong	964	1999	1.2958	1.2138	1.5728
Palau357	Ngerchelong	964	1998	1.3454	1.1767	1.5831
Palau357	Ngerchelong	964	1997	1.2653	0.8763	1.1088
Palau357	Ngerchelong	964	1996	1.2743	1.1651	1.4847
Palau357	Ngerchelong	964	1995	1.3258	1.4009	1.8573
Palau013	Ngermid	181A	2011	1.1465	0.4926	0.5647
Palau013	Ngermid	181A	2010	1.1083	0.4817	0.5338
Palau013	Ngermid	181A	2009	1.0811	0.4849	0.5242
Palau013	Ngermid	181A	2008	0.9917	0.5484	0.5438
Palau013	Ngermid	181A	2007	0.9656	0.4953	0.4783
Palau013	Ngermid	181A	2006	0.9428	0.4592	0.4329
Palau013	Ngermid	181A	2005	1.0286	0.5236	0.5386
Palau013	Ngermid	181A	2004	1.002	0.4689	0.4698
Palau013	Ngermid	181A	2003	1.0352	0.4335	0.4488
Palau013	Ngermid	181A	2002	1.0626	0.4187	0.445
